graph;2-wnu;backtracks;ac3_time;mac3_time;total_time
[(0,1),(0,9),(2,1),(3,2),(4,3),(5,0),(5,6),(6,7),(7,8),(10,9),(10,12),(11,10),(12,13),(14,0),(14,15),(15,16),(17,15),(18,17)];deny;20;97.6µs;31.4µs;129.0µs
